"question_translation_id","knowledge_point_id","language_code","translated_question_text","question_id"
49075,44,"en","Add.\n0.53+0.47[[ans]]",22817
49076,44,"en","Add.\n0.93+0.7[[ans]]",22818
49077,44,"en","Add.\n0.75+0.42[[ans]]",22819
49078,44,"en","Add.\n0.8+0.24[[ans]]",22820
49079,44,"en","Add.\n0.6+0.29[[ans]]",22821
49080,44,"en","Add.\n0.67+0.4[[ans]]",22822
49081,44,"en","Add.\n0.97+0.03[[ans]]",22823
49082,44,"en","Add.\n0.63+0.1[[ans]]",22824
49083,44,"en","Add.\n0.33+0.67[[ans]]",22825
49084,44,"en","Add.\n0.12+0.88[[ans]]",22826
49085,44,"en","Add.\n0.06+0.7[[ans]]",22827
49086,44,"en","Add.\n0.64+0.36[[ans]]",22828
49087,44,"en","Add.\n0.6+0.45[[ans]]",22829
49088,44,"en","Add.\n0.48+0.9[[ans]]",22830
49089,44,"en","Add.\n0.4+0.3[[ans]]",22831
49090,44,"en","Add.\n0.7+0.6[[ans]]",22832
49091,44,"en","Add.\n0.88+0.12[[ans]]",22833
49092,44,"en","Add.\n0.85+0.49[[ans]]",22834
49093,44,"en","Add.\n0.25+0.82[[ans]]",22835
49094,44,"en","Add.\n0.5+0.37[[ans]]",22836
49095,44,"en","Add.\n0.89+0.4[[ans]]",22837
49096,44,"en","Add.\n0.5+0.53[[ans]]",22838
49097,44,"en","Add.\n0.6+0.27[[ans]]",22839
49098,44,"en","Add.\n0.5+0.86[[ans]]",22840
49099,44,"en","Add.\n0.9+0.33[[ans]]",22841
49100,44,"en","Add.\n0.6+0.43[[ans]]",22842
49101,44,"en","Add.\n0.25+0.31[[ans]]",22843
49102,44,"en","Add.\n0.8+0.28[[ans]]",22844
31056,3,"en","Find the sum.\n1+50[[ans]][[ans]]",363
31057,3,"en","Find the sum.\n2+0[[ans]]",364
31058,3,"en","Find the sum.\n2+1[[ans]]",365
49103,44,"en","Add.\n0.54+0.46[[ans]]",22845
31059,3,"en","Find the sum.\n2+2[[ans]]",366
31060,3,"en","Find the sum.\n2+3[[ans]]",367
49104,44,"en","Add.\n0.82+0.42[[ans]]",22846
30734,1,"en","Fill in the total number in the box.\n$4$ ones + $1$ ones = [[ans]]",41
31061,3,"en","Find the sum.\n2+4[[ans]]",368
31062,3,"en","Find the sum.\n2+5[[ans]]",369
31063,3,"en","Find the sum.\n2+6[[ans]]",370
30735,1,"en","Fill in the total number in the box.\n$4$ ones + $2$ ones = [[ans]]",42
30736,1,"en","Fill in the total number in the box.\n$4$ ones + $3$ ones = [[ans]]",43
30737,1,"en","Fill in the total number in the box.\n$4$ ones + $4$ ones = [[ans]]",44
30738,1,"en","Fill in the total number in the box.\n$4$ ones + $5$ ones = [[ans]]",45
30739,1,"en","Fill in the total number in the box.\n$4$ ones + $6$ ones = [[ans]]",46
30740,1,"en","Fill in the total number in the box.\n$4$ ones + $7$ ones = [[ans]]",47
30741,1,"en","Fill in the total number in the box.\n$4$ ones + $8$ ones = [[ans]]",48
30742,1,"en","Fill in the total number in the box.\n$4$ ones + $9$ ones = [[ans]]",49
30743,1,"en","Fill in the total number in the box.\n$5$ ones + $0$ ones = [[ans]]",50
30744,1,"en","Fill in the total number in the box.\n$5$ ones + $1$ ones = [[ans]]",51
30745,1,"en","Fill in the total number in the box.\n$5$ ones + $2$ ones = [[ans]]",52
30746,1,"en","Fill in the total number in the box.\n$5$ ones + $3$ ones = [[ans]]",53
30747,1,"en","Fill in the total number in the box.\n$5$ ones + $4$ ones = [[ans]]",54
30748,1,"en","Fill in the total number in the box.\n$5$ ones + $5$ ones = [[ans]]",55
30749,1,"en","Fill in the total number in the box.\n$5$ ones + $6$ ones = [[ans]]",56
30750,1,"en","Fill in the total number in the box.\n$5$ ones + $7$ ones = [[ans]]",57
30751,1,"en","Fill in the total number in the box.\n$5$ ones + $8$ ones = [[ans]]",58
30752,1,"en","Fill in the total number in the box.\n$5$ ones + $9$ ones = [[ans]]",59
30753,1,"en","Fill in the total number in the box.\n$6$ ones + $0$ ones = [[ans]]",60
30754,1,"en","Fill in the total number in the box.\n$6$ ones + $1$ ones = [[ans]]",61
30755,1,"en","Fill in the total number in the box.\n$6$ ones + $2$ ones = [[ans]]",62
30756,1,"en","Fill in the total number in the box.\n$6$ ones + $3$ ones = [[ans]]",63
30757,1,"en","Fill in the total number in the box.\n$6$ ones + $4$ ones = [[ans]]",64
30758,1,"en","Fill in the total number in the box.\n$6$ ones + $5$ ones = [[ans]]",65
30759,1,"en","Fill in the total number in the box.\n$6$ ones + $6$ ones = [[ans]]",66
30760,1,"en","Fill in the total number in the box.\n$6$ ones + $7$ ones = [[ans]]",67
30761,1,"en","Fill in the total number in the box.\n$6$ ones + $8$ ones = [[ans]]",68
30762,1,"en","Fill in the total number in the box.\n$6$ ones + $9$ ones = [[ans]]",69
49105,44,"en","Add.\n0.88+0.39[[ans]]",22847
49106,44,"en","Add.\n0.45+0.55[[ans]]",22848
49107,44,"en","Add.\n0.25+0.03[[ans]]",22849
30733,1,"en","Fill in the total number in the box.\n$4$ ones + $0$ ones = [[ans]]",40
49108,44,"en","Add.\n0.76+0.24[[ans]]",22850
30694,1,"en","Fill in the total number in the box.\n$0$ ones + $1$ ones = [[ans]]",1
30695,1,"en","Fill in the total number in the box.\n$0$ ones + $2$ ones = [[ans]]",2
30696,1,"en","Fill in the total number in the box.\n$0$ ones + $3$ ones = [[ans]]",3
30697,1,"en","Fill in the total number in the box.\n$0$ ones + $4$ ones = [[ans]]",4
30698,1,"en","Fill in the total number in the box.\n$0$ ones + $5$ ones = [[ans]]",5
30699,1,"en","Fill in the total number in the box.\n$0$ ones + $6$ ones = [[ans]]",6
30700,1,"en","Fill in the total number in the box.\n$0$ ones + $7$ ones = [[ans]]",7
30701,1,"en","Fill in the total number in the box.\n$0$ ones + $8$ ones = [[ans]]",8
30702,1,"en","Fill in the total number in the box.\n$0$ ones + $9$ ones = [[ans]]",9
30703,1,"en","Fill in the total number in the box.\n$1$ ones + $0$ ones = [[ans]]",10
30704,1,"en","Fill in the total number in the box.\n$1$ ones + $1$ ones = [[ans]]",11
30705,1,"en","Fill in the total number in the box.\n$1$ ones + $2$ ones = [[ans]]",12
30706,1,"en","Fill in the total number in the box.\n$1$ ones + $3$ ones = [[ans]]",13
30707,1,"en","Fill in the total number in the box.\n$1$ ones + $4$ ones = [[ans]]",14
30708,1,"en","Fill in the total number in the box.\n$1$ ones + $5$ ones = [[ans]]",15
30709,1,"en","Fill in the total number in the box.\n$1$ ones + $6$ ones = [[ans]]",16
30710,1,"en","Fill in the total number in the box.\n$1$ ones + $7$ ones = [[ans]]",17
30711,1,"en","Fill in the total number in the box.\n$1$ ones + $8$ ones = [[ans]]",18
30712,1,"en","Fill in the total number in the box.\n$1$ ones + $9$ ones = [[ans]]",19
30713,1,"en","Fill in the total number in the box.\n$2$ ones + $0$ ones = [[ans]]",20
30714,1,"en","Fill in the total number in the box.\n$2$ ones + $1$ ones = [[ans]]",21
30715,1,"en","Fill in the total number in the box.\n$2$ ones + $2$ ones = [[ans]]",22
30716,1,"en","Fill in the total number in the box.\n$2$ ones + $3$ ones = [[ans]]",23
30717,1,"en","Fill in the total number in the box.\n$2$ ones + $4$ ones = [[ans]]",24
30718,1,"en","Fill in the total number in the box.\n$2$ ones + $5$ ones = [[ans]]",25
30719,1,"en","Fill in the total number in the box.\n$2$ ones + $6$ ones = [[ans]]",26
30720,1,"en","Fill in the total number in the box.\n$2$ ones + $7$ ones = [[ans]]",27
30721,1,"en","Fill in the total number in the box.\n$2$ ones + $8$ ones = [[ans]]",28
30722,1,"en","Fill in the total number in the box.\n$2$ ones + $9$ ones = [[ans]]",29
30723,1,"en","Fill in the total number in the box.\n$3$ ones + $0$ ones = [[ans]]",30
30724,1,"en","Fill in the total number in the box.\n$3$ ones + $1$ ones = [[ans]]",31
30725,1,"en","Fill in the total number in the box.\n$3$ ones + $2$ ones = [[ans]]",32
30726,1,"en","Fill in the total number in the box.\n$3$ ones + $3$ ones = [[ans]]",33
30727,1,"en","Fill in the total number in the box.\n$3$ ones + $4$ ones = [[ans]]",34
30728,1,"en","Fill in the total number in the box.\n$3$ ones + $5$ ones = [[ans]]",35
30729,1,"en","Fill in the total number in the box.\n$3$ ones + $6$ ones = [[ans]]",36
30730,1,"en","Fill in the total number in the box.\n$3$ ones + $7$ ones = [[ans]]",37
30731,1,"en","Fill in the total number in the box.\n$3$ ones + $8$ ones = [[ans]]",38
30732,1,"en","Fill in the total number in the box.\n$3$ ones + $9$ ones = [[ans]]",39
49109,44,"en","Add.\n0.7+0.41[[ans]]",22851
30763,1,"en","Fill in the total number in the box.\n$7$ ones + $0$ ones = [[ans]]",70
30764,1,"en","Fill in the total number in the box.\n$7$ ones + $1$ ones = [[ans]]",71
30765,1,"en","Fill in the total number in the box.\n$7$ ones + $2$ ones = [[ans]]",72
30766,1,"en","Fill in the total number in the box.\n$7$ ones + $3$ ones = [[ans]]",73
30767,1,"en","Fill in the total number in the box.\n$7$ ones + $4$ ones = [[ans]]",74
30768,1,"en","Fill in the total number in the box.\n$7$ ones + $5$ ones = [[ans]]",75
30769,1,"en","Fill in the total number in the box.\n$7$ ones + $6$ ones = [[ans]]",76
30770,1,"en","Fill in the total number in the box.\n$7$ ones + $7$ ones = [[ans]]",77
30771,1,"en","Fill in the total number in the box.\n$7$ ones + $8$ ones = [[ans]]",78
30772,1,"en","Fill in the total number in the box.\n$7$ ones + $9$ ones = [[ans]]",79
30773,1,"en","Fill in the total number in the box.\n$8$ ones + $0$ ones = [[ans]]",80
30774,1,"en","Fill in the total number in the box.\n$8$ ones + $1$ ones = [[ans]]",81
30775,1,"en","Fill in the total number in the box.\n$8$ ones + $2$ ones = [[ans]]",82
30776,1,"en","Fill in the total number in the box.\n$8$ ones + $3$ ones = [[ans]]",83
30777,1,"en","Fill in the total number in the box.\n$8$ ones + $4$ ones = [[ans]]",84
30778,1,"en","Fill in the total number in the box.\n$8$ ones + $5$ ones = [[ans]]",85
30779,1,"en","Fill in the total number in the box.\n$8$ ones + $6$ ones = [[ans]]",86
30780,1,"en","Fill in the total number in the box.\n$8$ ones + $7$ ones = [[ans]]",87
30781,1,"en","Fill in the total number in the box.\n$8$ ones + $8$ ones = [[ans]]",88
30782,1,"en","Fill in the total number in the box.\n$8$ ones + $9$ ones = [[ans]]",89
30783,1,"en","Fill in the total number in the box.\n$9$ ones + $0$ ones = [[ans]]",90
30784,1,"en","Fill in the total number in the box.\n$9$ ones + $1$ ones = [[ans]]",91
30785,1,"en","Fill in the total number in the box.\n$9$ ones + $2$ ones = [[ans]]",92
30786,1,"en","Fill in the total number in the box.\n$9$ ones + $3$ ones = [[ans]]",93
30787,1,"en","Fill in the total number in the box.\n$9$ ones + $4$ ones = [[ans]]",94
30788,1,"en","Fill in the total number in the box.\n$9$ ones + $5$ ones = [[ans]]",95
30789,1,"en","Fill in the total number in the box.\n$9$ ones + $6$ ones = [[ans]]",96
30790,1,"en","Fill in the total number in the box.\n$9$ ones + $7$ ones = [[ans]]",97
30791,1,"en","Fill in the total number in the box.\n$9$ ones + $8$ ones = [[ans]]",98
30792,1,"en","Fill in the total number in the box.\n$9$ ones + $9$ ones = [[ans]]",99
30793,1,"en","Fill in the total number in the box.\n$0$ ones + $1$ tens = [[ans]]",100
30794,1,"en","Fill in the total number in the box.\n$0$ ones + $2$ tens = [[ans]]",101
30795,1,"en","Fill in the total number in the box.\n$0$ ones + $3$ tens = [[ans]]",102
30796,1,"en","Fill in the total number in the box.\n$0$ ones + $4$ tens = [[ans]]",103
30797,1,"en","Fill in the total number in the box.\n$0$ ones + $5$ tens = [[ans]]",104
30798,1,"en","Fill in the total number in the box.\n$1$ ones + $0$ tens = [[ans]]",105
30799,1,"en","Fill in the total number in the box.\n$1$ ones + $1$ tens = [[ans]]",106
30800,1,"en","Fill in the total number in the box.\n$1$ ones + $2$ tens = [[ans]]",107
30801,1,"en","Fill in the total number in the box.\n$1$ ones + $3$ tens = [[ans]]",108
30802,1,"en","Fill in the total number in the box.\n$1$ ones + $4$ tens = [[ans]]",109
30803,1,"en","Fill in the total number in the box.\n$2$ ones + $0$ tens = [[ans]]",110
30804,1,"en","Fill in the total number in the box.\n$2$ ones + $1$ tens = [[ans]]",111
30805,1,"en","Fill in the total number in the box.\n$2$ ones + $2$ tens = [[ans]]",112
30806,1,"en","Fill in the total number in the box.\n$2$ ones + $3$ tens = [[ans]]",113
30807,1,"en","Fill in the total number in the box.\n$2$ ones + $4$ tens = [[ans]]",114
30808,1,"en","Fill in the total number in the box.\n$3$ ones + $0$ tens = [[ans]]",115
30809,1,"en","Fill in the total number in the box.\n$3$ ones + $1$ tens = [[ans]]",116
30810,1,"en","Fill in the total number in the box.\n$3$ ones + $2$ tens = [[ans]]",117
30811,1,"en","Fill in the total number in the box.\n$3$ ones + $3$ tens = [[ans]]",118
30812,1,"en","Fill in the total number in the box.\n$3$ ones + $4$ tens = [[ans]]",119
30813,1,"en","Fill in the total number in the box.\n$4$ ones + $0$ tens = [[ans]]",120
30814,1,"en","Fill in the total number in the box.\n$4$ ones + $1$ tens = [[ans]]",121
30815,1,"en","Fill in the total number in the box.\n$4$ ones + $2$ tens = [[ans]]",122
30816,1,"en","Fill in the total number in the box.\n$4$ ones + $3$ tens = [[ans]]",123
30817,1,"en","Fill in the total number in the box.\n$4$ ones + $4$ tens = [[ans]]",124
30818,1,"en","Fill in the total number in the box.\n$5$ ones + $0$ tens = [[ans]]",125
30819,1,"en","Fill in the total number in the box.\n$5$ ones + $1$ tens = [[ans]]",126
30820,1,"en","Fill in the total number in the box.\n$5$ ones + $2$ tens = [[ans]]",127
30821,1,"en","Fill in the total number in the box.\n$5$ ones + $3$ tens = [[ans]]",128
30822,1,"en","Fill in the total number in the box.\n$5$ ones + $4$ tens = [[ans]]",129
30823,1,"en","Fill in the total number in the box.\n$6$ ones + $0$ tens = [[ans]]",130
30824,1,"en","Fill in the total number in the box.\n$6$ ones + $1$ tens = [[ans]]",131
30825,1,"en","Fill in the total number in the box.\n$6$ ones + $2$ tens = [[ans]]",132
30826,1,"en","Fill in the total number in the box.\n$6$ ones + $3$ tens = [[ans]]",133
30827,1,"en","Fill in the total number in the box.\n$6$ ones + $4$ tens = [[ans]]",134
30828,1,"en","Fill in the total number in the box.\n$7$ ones + $0$ tens = [[ans]]",135
30829,1,"en","Fill in the total number in the box.\n$7$ ones + $1$ tens = [[ans]]",136
30830,1,"en","Fill in the total number in the box.\n$7$ ones + $2$ tens = [[ans]]",137
30831,1,"en","Fill in the total number in the box.\n$7$ ones + $3$ tens = [[ans]]",138
30832,1,"en","Fill in the total number in the box.\n$7$ ones + $4$ tens = [[ans]]",139
30833,1,"en","Fill in the total number in the box.\n$8$ ones + $0$ tens = [[ans]]",140
30834,1,"en","Fill in the total number in the box.\n$8$ ones + $1$ tens = [[ans]]",141
30835,1,"en","Fill in the total number in the box.\n$8$ ones + $2$ tens = [[ans]]",142
30836,1,"en","Fill in the total number in the box.\n$8$ ones + $3$ tens = [[ans]]",143
30837,1,"en","Fill in the total number in the box.\n$8$ ones + $4$ tens = [[ans]]",144
30838,1,"en","Fill in the total number in the box.\n$9$ ones + $0$ tens = [[ans]]",145
30839,1,"en","Fill in the total number in the box.\n$9$ ones + $1$ tens = [[ans]]",146
30840,1,"en","Fill in the total number in the box.\n$9$ ones + $2$ tens = [[ans]]",147
30841,1,"en","Fill in the total number in the box.\n$9$ ones + $3$ tens = [[ans]]",148
30842,1,"en","Fill in the total number in the box.\n$9$ ones + $4$ tens = [[ans]]",149
30843,1,"en","Fill in the total number in the box.\n$0$ tens + $1$ ones = [[ans]]",150
30844,1,"en","Fill in the total number in the box.\n$0$ tens + $2$ ones = [[ans]]",151
30845,1,"en","Fill in the total number in the box.\n$0$ tens + $3$ ones = [[ans]]",152
30846,1,"en","Fill in the total number in the box.\n$0$ tens + $4$ ones = [[ans]]",153
30847,1,"en","Fill in the total number in the box.\n$0$ tens + $5$ ones = [[ans]]",154
30848,1,"en","Fill in the total number in the box.\n$0$ tens + $6$ ones = [[ans]]",155
30849,1,"en","Fill in the total number in the box.\n$0$ tens + $7$ ones = [[ans]]",156
30850,1,"en","Fill in the total number in the box.\n$0$ tens + $8$ ones = [[ans]]",157
30851,1,"en","Fill in the total number in the box.\n$0$ tens + $9$ ones = [[ans]]",158
30852,1,"en","Fill in the total number in the box.\n$1$ tens + $0$ ones = [[ans]]",159
30853,1,"en","Fill in the total number in the box.\n$1$ tens + $1$ ones = [[ans]]",160
30854,1,"en","Fill in the total number in the box.\n$1$ tens + $2$ ones = [[ans]]",161
30855,1,"en","Fill in the total number in the box.\n$1$ tens + $3$ ones = [[ans]]",162
30856,1,"en","Fill in the total number in the box.\n$1$ tens + $4$ ones = [[ans]]",163
30857,1,"en","Fill in the total number in the box.\n$1$ tens + $5$ ones = [[ans]]",164
30858,1,"en","Fill in the total number in the box.\n$1$ tens + $6$ ones = [[ans]]",165
30859,1,"en","Fill in the total number in the box.\n$1$ tens + $7$ ones = [[ans]]",166
30860,1,"en","Fill in the total number in the box.\n$1$ tens + $8$ ones = [[ans]]",167
30861,1,"en","Fill in the total number in the box.\n$1$ tens + $9$ ones = [[ans]]",168
30862,1,"en","Fill in the total number in the box.\n$2$ tens + $0$ ones = [[ans]]",169
30863,1,"en","Fill in the total number in the box.\n$2$ tens + $1$ ones = [[ans]]",170
30864,1,"en","Fill in the total number in the box.\n$2$ tens + $2$ ones = [[ans]]",171
30865,1,"en","Fill in the total number in the box.\n$2$ tens + $3$ ones = [[ans]]",172
30866,1,"en","Fill in the total number in the box.\n$2$ tens + $4$ ones = [[ans]]",173
30867,1,"en","Fill in the total number in the box.\n$2$ tens + $5$ ones = [[ans]]",174
30868,1,"en","Fill in the total number in the box.\n$2$ tens + $6$ ones = [[ans]]",175
30869,1,"en","Fill in the total number in the box.\n$2$ tens + $7$ ones = [[ans]]",176
30870,1,"en","Fill in the total number in the box.\n$2$ tens + $8$ ones = [[ans]]",177
30871,1,"en","Fill in the total number in the box.\n$2$ tens + $9$ ones = [[ans]]",178
30872,1,"en","Fill in the total number in the box.\n$3$ tens + $0$ ones = [[ans]]",179
30873,1,"en","Fill in the total number in the box.\n$3$ tens + $1$ ones = [[ans]]",180
30874,1,"en","Fill in the total number in the box.\n$3$ tens + $2$ ones = [[ans]]",181
30875,1,"en","Fill in the total number in the box.\n$3$ tens + $3$ ones = [[ans]]",182
30876,1,"en","Fill in the total number in the box.\n$3$ tens + $4$ ones = [[ans]]",183
30877,1,"en","Fill in the total number in the box.\n$3$ tens + $5$ ones = [[ans]]",184
30878,1,"en","Fill in the total number in the box.\n$3$ tens + $6$ ones = [[ans]]",185
30879,1,"en","Fill in the total number in the box.\n$3$ tens + $7$ ones = [[ans]]",186
30880,1,"en","Fill in the total number in the box.\n$3$ tens + $8$ ones = [[ans]]",187
30881,1,"en","Fill in the total number in the box.\n$3$ tens + $9$ ones = [[ans]]",188
30882,1,"en","Fill in the total number in the box.\n$4$ tens + $0$ ones = [[ans]]",189
30883,1,"en","Fill in the total number in the box.\n$4$ tens + $1$ ones = [[ans]]",190
30884,1,"en","Fill in the total number in the box.\n$4$ tens + $2$ ones = [[ans]]",191
30885,1,"en","Fill in the total number in the box.\n$4$ tens + $3$ ones = [[ans]]",192
30886,1,"en","Fill in the total number in the box.\n$4$ tens + $4$ ones = [[ans]]",193
30887,1,"en","Fill in the total number in the box.\n$4$ tens + $5$ ones = [[ans]]",194
30888,1,"en","Fill in the total number in the box.\n$4$ tens + $6$ ones = [[ans]]",195
30889,1,"en","Fill in the total number in the box.\n$4$ tens + $7$ ones = [[ans]]",196
30890,1,"en","Fill in the total number in the box.\n$4$ tens + $8$ ones = [[ans]]",197
30891,1,"en","Fill in the total number in the box.\n$4$ tens + $9$ ones = [[ans]]",198
30892,1,"en","Fill in the total number in the box.\n$5$ tens + $0$ ones = [[ans]]",199
30893,1,"en","Fill in the total number in the box.\n$0$ tens + $1$ tens = [[ans]]",200
30894,1,"en","Fill in the total number in the box.\n$0$ tens + $2$ tens = [[ans]]",201
30895,1,"en","Fill in the total number in the box.\n$0$ tens + $3$ tens = [[ans]]",202
30896,1,"en","Fill in the total number in the box.\n$0$ tens + $4$ tens = [[ans]]",203
30897,1,"en","Fill in the total number in the box.\n$0$ tens + $5$ tens = [[ans]]",204
30898,1,"en","Fill in the total number in the box.\n$1$ tens + $0$ tens = [[ans]]",205
30899,1,"en","Fill in the total number in the box.\n$1$ tens + $1$ tens = [[ans]]",206
30900,1,"en","Fill in the total number in the box.\n$1$ tens + $2$ tens = [[ans]]",207
30901,1,"en","Fill in the total number in the box.\n$1$ tens + $3$ tens = [[ans]]",208
30902,1,"en","Fill in the total number in the box.\n$1$ tens + $4$ tens = [[ans]]",209
30903,1,"en","Fill in the total number in the box.\n$2$ tens + $0$ tens = [[ans]]",210
30904,1,"en","Fill in the total number in the box.\n$2$ tens + $1$ tens = [[ans]]",211
30905,1,"en","Fill in the total number in the box.\n$2$ tens + $2$ tens = [[ans]]",212
30906,1,"en","Fill in the total number in the box.\n$2$ tens + $3$ tens = [[ans]]",213
30907,1,"en","Fill in the total number in the box.\n$3$ tens + $0$ tens = [[ans]]",214
30908,1,"en","Fill in the total number in the box.\n$3$ tens + $1$ tens = [[ans]]",215
30909,1,"en","Fill in the total number in the box.\n$3$ tens + $2$ tens = [[ans]]",216
30910,1,"en","Fill in the total number in the box.\n$4$ tens + $0$ tens = [[ans]]",217
30911,1,"en","Fill in the total number in the box.\n$4$ tens + $1$ tens = [[ans]]",218
30912,1,"en","Fill in the total number in the box.\n$5$ tens + $0$ tens = [[ans]]",219
30913,2,"en","Fill in the total number in the box.\n$1$ ones − $0$ ones = [[ans]]",220
30914,2,"en","Fill in the total number in the box.\n$1$ ones − $1$ ones = [[ans]]",221
30915,2,"en","Fill in the total number in the box.\n$2$ ones − $0$ ones = [[ans]]",222
30916,2,"en","Fill in the total number in the box.\n$2$ ones − $1$ ones = [[ans]]",223
30917,2,"en","Fill in the total number in the box.\n$2$ ones − $2$ ones = [[ans]]",224
30918,2,"en","Fill in the total number in the box.\n$3$ ones − $0$ ones = [[ans]]",225
30919,2,"en","Fill in the total number in the box.\n$3$ ones − $1$ ones = [[ans]]",226
30920,2,"en","Fill in the total number in the box.\n$3$ ones − $2$ ones = [[ans]]",227
30921,2,"en","Fill in the total number in the box.\n$3$ ones − $3$ ones = [[ans]]",228
30922,2,"en","Fill in the total number in the box.\n$4$ ones − $0$ ones = [[ans]]",229
30923,2,"en","Fill in the total number in the box.\n$4$ ones − $1$ ones = [[ans]]",230
30924,2,"en","Fill in the total number in the box.\n$4$ ones − $2$ ones = [[ans]]",231
30925,2,"en","Fill in the total number in the box.\n$4$ ones − $3$ ones = [[ans]]",232
30926,2,"en","Fill in the total number in the box.\n$4$ ones − $4$ ones = [[ans]]",233
30927,2,"en","Fill in the total number in the box.\n$5$ ones − $0$ ones = [[ans]]",234
30928,2,"en","Fill in the total number in the box.\n$5$ ones − $1$ ones = [[ans]]",235
30929,2,"en","Fill in the total number in the box.\n$5$ ones − $2$ ones = [[ans]]",236
30930,2,"en","Fill in the total number in the box.\n$5$ ones − $3$ ones = [[ans]]",237
30931,2,"en","Fill in the total number in the box.\n$5$ ones − $4$ ones = [[ans]]",238
30932,2,"en","Fill in the total number in the box.\n$5$ ones − $5$ ones = [[ans]]",239
30933,2,"en","Fill in the total number in the box.\n$6$ ones − $0$ ones = [[ans]]",240
30934,2,"en","Fill in the total number in the box.\n$6$ ones − $1$ ones = [[ans]]",241
30935,2,"en","Fill in the total number in the box.\n$6$ ones − $2$ ones = [[ans]]",242
30936,2,"en","Fill in the total number in the box.\n$6$ ones − $3$ ones = [[ans]]",243
30937,2,"en","Fill in the total number in the box.\n$6$ ones − $4$ ones = [[ans]]",244
30938,2,"en","Fill in the total number in the box.\n$6$ ones − $5$ ones = [[ans]]",245
30939,2,"en","Fill in the total number in the box.\n$6$ ones − $6$ ones = [[ans]]",246
30940,2,"en","Fill in the total number in the box.\n$7$ ones − $0$ ones = [[ans]]",247
30941,2,"en","Fill in the total number in the box.\n$7$ ones − $1$ ones = [[ans]]",248
