solution_template_id,knowledge_point_id,template_text,template_text_zh-Hans,,,
22,12,"<div class=""ex-text"" align=""center"">

$[[arg1]]$ ? $[[arg2]]$

</div>

[[generate_statement(arg1,arg2)]]","<div class=""ex-text"" align=""center"">

$[[arg1]]$ ? $[[arg2]]$

</div>

[[generate_statement(arg1,arg2)]]",,,
16,14,"<div class=""ex-text"" align=""center"">

$[[arg1]] + [[arg2]]$

</div>

**Step 1:** Let's begin by writing the number $[[arg1]]$, and below it, write the number $[[arg2]]$. Make sure to align the digits in the ones place, which are $[[arg1%10]]$ and $[[arg2%10]]$. Always start adding from the right side, which is also called the ones place.
$$
\begin{array}{l r}
& {\color{#C4A680}hundreds}\:\:\:{\color{#21ABCD}tens}\:\:\:{\color{#8DB600}ones}\\
&{\color{#C4A680}[[check_zero_at_tens(arg1//100)]]}\:\:\:\:\:\:\:\:\:\:\:\:\:\:{\color{#21ABCD}[[(arg1//10)%10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[arg1%10]]}\:\:\:\\
+&{\color{#C4A680}[[check_zero_at_tens(arg2//100)]]}\:\:\:\:\:\:\:\:\:\:\:\:\:\:{\color{#21ABCD}[[(arg2//10) % 10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[arg2%10]]}\:\:\:\\
\hline
\end{array}
$$

**Step 2:** Add the numbers in the ones place first. $[[arg1%10]] + [[arg2%10]] =[[arg1%10 + arg2%10]]$ and write it in the ones place.
$$
\begin{array}{l r}
&[[check_zero_at_tens(arg1//100)]][[(arg1//10)%10]]{\color{Salmon}[[arg1%10]]}\\
+&[[check_zero_at_tens(arg2//100)]][[(arg2//10)%10]]{\color{Salmon}[[arg2%10]]}\\
\hline
&{\color{Salmon}[[arg1%10 + arg2%10]]}\\
\end{array}
$$

**Step 3:** Then add the numbers in the tens place $[[(arg1//10)%10]] + [[(arg2//10)%10]] = [[(arg1//10)%10 + (arg2//10)%10]]$ and write them in the tens place.
$$
\begin{array}{l r}
&[[check_zero_at_tens(arg1//100)]]{\color{Salmon}[[(arg1//10)%10]]}[[arg1%10]]\\
+&[[check_zero_at_tens(arg2//100)]]{\color{Salmon}[[(arg2//10)%10]]}[[arg2%10]]\\
\hline
& {\color{Salmon}[[(arg1//10)%10 + (arg2//10)%10]]}[[arg1%10 + arg2%10]]\\
\end{array}
$$

**Step 4:** Add the numbers in the hundreds place. $[[arg1//100]] + [[arg2//100]] =[[arg1//100 + arg2//100]]$ and write them in the hundreds place.
$$
\begin{array}{l r}
&{\color{Salmon}[[check_zero_at_tens(arg1//100)]]}[[(arg1//10)%10]][[arg1%10]]\\
+&{\color{Salmon}[[check_zero_at_tens(arg2//100)]]}[[(arg2//10)%10]][[arg2%10]]\\
\hline
& {\color{Salmon}[[arg1//100 + arg2//100]]}[[(arg1//10)%10 + (arg2//10)%10]][[arg1%10 + arg2%10]]\\
\end{array}
$$

So the answer is $[[arg1+arg2]]$.","<div class=""ex-text"" align=""center"">

$[[arg1]] + [[arg2]]$

</div>

**第 1 步：** 让我们先写下数字 $[[arg1]]$，然后在下面写下数字 $[[arg2]]$。确保个位上的数字对齐，即 $[[arg1%10]]$ 和 $[[arg2%10]]$。始终从右侧开始相加，这也叫个位。
$$
\begin{array}{l r}
& {\color{#C4A680}百位}\:\:\:{\color{#21ABCD}十位}\:\:\:{\color{#8DB600}个位}\\
&{\color{#C4A680}[[check_zero_at_tens(arg1//100)]]}\:\:\:\:\:\:\:\:\:\:\:\:\:\:{\color{#21ABCD}[[(arg1//10)%10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[arg1%10]]}\:\:\:\\
+&{\color{#C4A680}[[check_zero_at_tens(arg2//100)]]}\:\:\:\:\:\:\:\:\:\:\:\:\:\:{\color{#21ABCD}[[(arg2//10) % 10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[arg2%10]]}\:\:\:\\
\hline
\end{array}
$$

**第 2 步：** 首先加个位上的数字。 $[[arg1%10]] + [[arg2%10]] =[[arg1%10 + arg2%10]]$ 并将其写在个位上。
$$
\begin{array}{l r}
&[[check_zero_at_tens(arg1//100)]][[(arg1//10)%10]]{\color{Salmon}[[arg1%10]]}\\
+&[[check_zero_at_tens(arg2//100)]][[(arg2//10)%10]]{\color{Salmon}[[arg2%10]]}\\
\hline
&{\color{Salmon}[[arg1%10 + arg2%10]]}\\
\end{array}
$$

**第 3 步：** 然后加十位上的数字 $[[(arg1//10)%10]] + [[(arg2//10)%10]] = [[(arg1//10)%10 + (arg2//10)%10]]$ 并将其写在十位上。
$$
\begin{array}{l r}
&[[check_zero_at_tens(arg1//100)]]{\color{Salmon}[[(arg1//10)%10]]}[[arg1%10]]\\
+&[[check_zero_at_tens(arg2//100)]]{\color{Salmon}[[(arg2//10)%10]]}[[arg2%10]]\\
\hline
& {\color{Salmon}[[(arg1//10)%10 + (arg2//10)%10]]}[[arg1%10 + arg2%10]]\\
\end{array}
$$

**第 4 步：** 加百位上的数字。 $[[arg1//100]] + [[arg2//100]] =[[arg1//100 + arg2//100]]$ 并将其写在百位上。
$$
\begin{array}{l r}
&{\color{Salmon}[[check_zero_at_tens(arg1//100)]]}[[(arg1//10)%10]][[arg1%10]]\\
+&{\color{Salmon}[[check_zero_at_tens(arg2//100)]]}[[(arg2//10)%10]][[arg2%10]]\\
\hline
& {\color{Salmon}[[arg1//100 + arg2//100]]}[[(arg1//10)%10 + (arg2//10)%10]][[arg1%10 + arg2%10]]\\
\end{array}
$$

所以答案是 $[[arg1+arg2]]$。",,,
19,15,"<div class=""ex-text"" align=""center"">

$[[arg1]]-[[arg2]]$

</div>

**Step 1:** Let's begin by writing the number $[[arg1]]$, and below it, write the number $[[arg2]]$. Make sure to align the digits in the ones place, which are $[[arg1%10]]$ and $[[arg2%10]]$. Always start subtracting from the right side, which is also called the ones place.
$$
\begin{array}{l r}
& {\color{#C4A680}hundreds}\:\:\:{\color{#21ABCD}tens}\:\:\:{\color{#8DB600}ones}\\
&{\color{#C4A680}[[arg1//100]]}\:\:\:\:\:\:\:\:\:\:\:\:\:\:{\color{#21ABCD}[[arg1//10%10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[arg1%10]]}\:\:\:\\
-&{\color{#C4A680}[[arg2//100]]}\:\:\:\:\:\:\:\:\:\:\:\:\:\:{\color{#21ABCD}[[arg2//10 % 10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[arg2%10]]}\:\:\:\\
\hline
\end{array}
$$
**Step 2:** Subtract the numbers in the ones place first. $[[arg1%10]] - [[arg2%10]] = [[arg1%10 - arg2%10]]$ and write it in the ones place.
$$
\begin{array}{l r}
&[[arg1//100]][[(arg1//10)%10]]{\color{Salmon}[[arg1%10]]}\\
-&[[arg2//100]][[(arg2//10)%10]]{\color{Salmon}[[arg2%10]]}\\
\hline
&{\color{Salmon}[[arg1%10 - arg2%10]]}\\
\end{array}
$$
**Step 3:** Then subtract the numbers in the tens place $[[(arg1//10)%10]] - [[(arg2//10)%10]] = [[(arg1//10)%10 - (arg2//10)%10]]$ and write them in the tens place.
$$
\begin{array}{l r}
&[[arg1//100]]{\color{Salmon}[[(arg1//10)%10]]}[[arg1%10]]\\
-&[[arg2//100]]{\color{Salmon}[[(arg2//10)%10]]}[[arg2%10]]\\
\hline
& {\color{Salmon}[[(arg1//10)%10 - (arg2//10)%10]]}[[arg1%10 - arg2%10]]\\
\end{array}
$$
**Step 4:** Subtract the numbers in the hundreds place. $[[arg1//100]] - [[arg2//100]] = [[arg1//100 - arg2//100]]$ and write them in the hundreds place.
$$
\begin{array}{l r}
&{\color{Salmon}[[arg1//100]]}[[(arg1//10)%10]][[arg1%10]]\\
-&{\color{Salmon}[[arg2//100]]}[[(arg2//10)%10]][[arg2%10]]\\
\hline
& {\color{Salmon}[[arg1//100 - arg2//100]]}[[(arg1//10)%10 - (arg2//10)%10]][[arg1%10 - arg2%10]]\\
\end{array}
$$

So the answer is $[[arg1-arg2]]$.","<div class=""ex-text"" align=""center"">

$[[arg1]]-[[arg2]]$

</div>

**步骤 1:** 让我们先写下数字 $[[arg1]]$，在它的下方写下数字 $[[arg2]]$。确保对齐个位数，即 $[[arg1%10]]$ 和 $[[arg2%10]]$。始终从右侧开始减法，也就是个位数。
$$
\begin{array}{l r}
& {\color{#C4A680}百} \:\:\:{\color{#21ABCD}十} \:\:\:{\color{#8DB600}个位}\\
& {\color{#C4A680}[[arg1//100]]}\:\:\:\:\:\:\:\:\:\:\:\:\:\:{\color{#21ABCD}[[arg1//10%10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[arg1%10]]}\:\:\:\\
-& {\color{#C4A680}[[arg2//100]]}\:\:\:\:\:\:\:\:\:\:\:\:\:\:{\color{#21ABCD}[[arg2//10 % 10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[arg2%10]]}\:\:\:\\
\hline
\end{array}
$$
**步骤 2:** 先减去个位数的数字。 $[[arg1%10]] - [[arg2%10]] = [[arg1%10 - arg2%10]]$，并将其写在个位数的位置。
$$
\begin{array}{l r}
& [[arg1//100]][[(arg1//10)%10]]{\color{Salmon}[[arg1%10]]}\\
-& [[arg2//100]][[(arg2//10)%10]]{\color{Salmon}[[arg2%10]]}\\
\hline
& {\color{Salmon}[[arg1%10 - arg2%10]]}\\
\end{array}
$$
**步骤 3:** 然后减去十位数的数字 $[[(arg1//10)%10]] - [[(arg2//10)%10]] = [[(arg1//10)%10 - (arg2//10)%10]]$，并将它们写在十位数的位置。
$$
\begin{array}{l r}
& [[arg1//100]]{\color{Salmon}[[(arg1//10)%10]]}[[arg1%10]]\\
-& [[arg2//100]]{\color{Salmon}[[(arg2//10)%10]]}[[arg2%10]]\\
\hline
& {\color{Salmon}[[(arg1//10)%10 - (arg2//10)%10]]}[[arg1%10 - arg2%10]]\\
\end{array}
$$
**步骤 4:** 减去百位数的数字。 $[[arg1//100]] - [[arg2//100]] = [[arg1//100 - arg2//100]]$，并将它们写在百位数的位置。
$$
\begin{array}{l r}
& {\color{Salmon}[[arg1//100]]}[[(arg1//10)%10]][[arg1%10]]\\
-& {\color{Salmon}[[arg2//100]]}[[(arg2//10)%10]][[arg2%10]]\\
\hline
& {\color{Salmon}[[arg1//100 - arg2//100]]}[[(arg1//10)%10 - (arg2//10)%10]][[arg1%10 - arg2%10]]\\
\end{array}
$$

所以答案是 $[[arg1-arg2]]$。",,,
21,16,"<div class=""ex-text"" align=""center"">

What is/are the missing numbers?

[[input_format_arr]]

</div>

**Step 1:** Find the pattern! We can look at the numbers we have and see if there is a pattern we can use to find the missing numbers. In this case, we can see that the numbers are going up by [[diff]] each time, so the pattern is ${\color{#8DB600}[[diff]]}$.

[[steps]]

[[missing_numbers]] The completed sequence is

$$
[[sequence]]
$$","<div class=""ex-text"" align=""center"">

缺失的数字是什么？

[[input_format_arr]]

</div>

**步骤 1：** 找到规律！我们可以查看我们已有的数字，看看是否可以找到一个可以用来找出缺失数字的规律。在这种情况下，我们可以看到每次数字都增加了 [[diff]]，所以这个规律是 ${\color{#8DB600}[[diff]]}$。

[[steps]]

[[missing_numbers]] 完整的序列是

$$
[[sequence]]
$$",,,
20,17,"<div class=""ex-text"" align=""center"">

$[[arg1]]$ ? $[[arg2]]$
</div>

[[generate_statement(arg1,arg2)]]","<div class=""ex-text"" align=""center"">

$[[arg1]]$ ? $[[arg2]]$
</div>

[[generate_statement(arg1,arg2)]]",,,
33,18,"<div class=""ex-text"" align=""center"">

[[arg1]] [[arg2]] + [[arg3]] [[arg4]] + [[arg5]] [[arg6]]

</div>

Let us see what **[[arg1]] [[arg2]]** **[[arg3]] [[arg4]]** and **[[arg5]] [[arg6]]** mean.

-  [[arg1]] [[arg2]] = [[arg1 * value_dict[arg2]]]
-  [[arg3]] [[arg4]] = [[arg3 * value_dict[arg4]]]
-  [[arg5]] [[arg6]] = [[arg5 * value_dict[arg6]]]
<div class=""ex-text"" align=""center"">
[[arg1]] [[arg2]] + [[arg3]] [[arg4]] + [[arg5]] [[arg6]] = [[arg1 * value_dict[arg2]]] + [[arg3 * value_dict[arg4]]] + [[arg5 * value_dict[arg6]]] = [[arg1 * value_dict[arg2] + arg3 * value_dict[arg4] + arg5 * value_dict[arg6]]]","<div class=""ex-text"" align=""center"">

[[arg1]] [[arg2]] + [[arg3]] [[arg4]] + [[arg5]] [[arg6]]

</div>

让我们看看 **[[arg1]] [[arg2]]** **[[arg3]] [[arg4]]** 和 **[[arg5]] [[arg6]]**是什么

-  [[arg1]] [[arg2]] = [[arg1 * value_dict[arg2]]]
-  [[arg3]] [[arg4]] = [[arg3 * value_dict[arg4]]]
-  [[arg5]] [[arg6]] = [[arg5 * value_dict[arg6]]
<div class=""ex-text"" align=""center"">
[[arg1]] [[arg2]] + [[arg3]] [[arg4]] + [[arg5]] [[arg6]] = [[arg1 * value_dict[arg2]]] + [[arg3 * value_dict[arg4]]] + [[arg5 * value_dict[arg6]]] = [[arg1 * value_dict[arg2] + arg3 * value_dict[arg4] + arg5 * value_dict[arg6]]]",,,
37,19,"[[number_word_argument(arg1)]]

It should be [[convert_form(arg1)]].",[[convert_form(arg1)]],,,
35,24,"<div class=""ex-text"" align=""center"">

$$
[[arg1]] × [[arg2]] = [[arg1 * arg2]]
$$

</div>

If you have [[arg2]] groups of [[arg1]] [[item]], you can count all of them one by one and get [[arg1 * arg2]] [[item]]. But instead of counting them one by one, you can use multiplication to get the answer faster. You just need to know that [[arg2]] groups of [[arg1]] [[item]] equals [[arg1 * arg2]] [[item]], or [[arg2]] times [[arg1]] equals [[arg1 * arg2]].","<div class=""ex-text"" align=""center"">

$$
[[arg1]] × [[arg2]] = [[arg1 * arg2]]
$$

</div>

如果你有 [[arg2]] 组 [[arg1]] [[item]]，你可以挨个计数，得到 [[arg1 * arg2]] [[item]]。实际上，你可以用乘法更快地得到答案。你只需要知道 [[arg2]] 组 [[arg1]] [[item]] 等于 [[arg1 * arg2]] [[item]]，或者 [[arg2]] 乘以 [[arg1]] 等于 [[arg1 * arg2]]。",,,
32,26,"<div class=""ex-text"" align=""center"">

$$

[[arg1]]÷[[arg2]] = [[arg1 // arg2]]

$$

</div>

$[[arg1]] ÷ [[arg2]] = [[arg1 // arg2]]$, which means that [[arg2]] fits into [[arg1]] [[getRep(arg1 // arg2)]]times.","<div class=""ex-text"" align=""center"">

$$

[[arg1]]÷[[arg2]] = [[arg1 // arg2]]

$$

</div>

$[[arg1]] ÷ [[arg2]] = [[arg1 // arg2]]$，这意味着[[arg1]]可以容纳[[arg2]][[getRep(arg1 // arg2)]]次。",,,
29,27,"<div class=""ex-text"">
There are [[arg1]] pencils and the teacher has to distribute these equally among [[arg2]] students.
How many pencils will each student get?

</div>

To distribute [[arg1]] pencils equally among [[arg2]] students, we can use division.

We can divide the total number of pencils $[[arg1]]$ by the number of students $[[arg2]]$ :

[[arg1]] pencils ÷ [[arg2]] students = [[arg1//arg2]] pencils per student

Therefore, each student will get $[[arg1]] ÷ [[arg2]] = [[arg1//arg2]]$ pencils.","<div class=""ex-text"">
有[[arg1]]支铅笔，老师需要将这些铅笔均匀分配给[[arg2]]名学生。
每个学生可以得到多少支铅笔？

</div>

为了将[[arg1]]支铅笔平均分配给[[arg2]]名学生，我们可以使用除法。

我们可以将铅笔的总数$[[arg1]]$除以学生的数量$[[arg2]]$：

[[arg1]]支铅笔 ÷ [[arg2]]名学生 = [[arg1//arg2]]支铅笔每名学生

因此，每个学生将得到$[[arg1]] ÷ [[arg2]] = [[arg1//arg2]]$支铅笔。",,,
17,28,"<div class=""ex-text"">

$$
[[arg1]] × [[arg2]]
$$

</div>

**Step 1:** In the below example first multiply the digit in units place
$$
\begin{array}{l r}
&[[arg1//10]]{\color{Salmon}{[[arg1 % 10]]}}\\
\times  &{\color{Salmon}[[arg2]]}\\
\hline
&{\color{Salmon}{[[arg1 % 10 *arg2]]}}\\
\end{array}
$$

**Step 2:** Next multiply digit in tens place
$$
\begin{array}{l r}
&{\color{Salmon}{[[arg1 // 10]]}}[[arg1 % 10]]\\
\times &{\color{Salmon}[[arg2]]}\\
\hline
&{\color{Salmon}{[[arg1 // 10* arg2]]}}{[[arg1 % 10 *arg2]]}\\
\end{array}
$$

So the answer is $[[arg1 // 10 * arg2]][[arg1 % 10 *arg2]]$.","<div class=""ex-text"">

$$
[[arg1]] × [[arg2]]
$$

</div>

**第 1 步：** 在下面的例子中，首先乘以个位数
$$
\begin{array}{l r}
&[[arg1//10]]{\color{Salmon}{[[arg1 % 10]]}}\\
\times  &{\color{Salmon}[[arg2]]}\\
\hline
&{\color{Salmon}{[[arg1 % 10 *arg2]]}}\\
\end{array}
$$

**第 2 步：** 接下来乘以十位数
$$
\begin{array}{l r}
&{\color{Salmon}{[[arg1 // 10]]}}[[arg1 % 10]]\\
\times &{\color{Salmon}[[arg2]]}\\
\hline
&{\color{Salmon}{[[arg1 // 10* arg2]]}}{[[arg1 % 10 *arg2]]}\\
\end{array}
$$

所以答案是 $[[arg1 // 10 * arg2]][[arg1 % 10 *arg2]]$.",,,
18,29,"<div class=""ex-text"" align=""center"">
$$
[[arg1]] ÷ [[arg2]]
$$

</div>

We can first divide the digit in tens place, and then divide the digit in units place.
$$
\begin{array}{r}
[[arg1//arg2]]\phantom{)}   \\
[[arg2]]{\overline{\smash{\big)}\,[[arg1]]\phantom{)}}}\\
\underline{-[[arg1//10//arg2*arg2]]\phantom{)0}}\\
[[arg1//arg2%10*arg2]]\phantom{)}\\
-[[arg1//arg2%10*arg2]]\phantom{)}\\
\overline{\phantom{)[[arg1 % 10]]}0\phantom{)}}\\
\end{array}
$$

So the answer is $[[arg1//arg2]]$.","<div class=""ex-text"" align=""center"">
$$
[[arg1]] ÷ [[arg2]]
$$

</div>

我们可以先对十位数字进行除法，然后对个位数字进行除法。
$$
\begin{array}{r}
[[arg1//arg2]]\phantom{)}   \\
[[arg2]]{\overline{\smash{\big)}\,[[arg1]]\phantom{)}}}\\
\underline{-[[arg1//10//arg2*arg2]]\phantom{)0}}\\
[[arg1//arg2%10*arg2]]\phantom{)}\\
-[[arg1//arg2%10*arg2]]\phantom{)}\\
\overline{\phantom{)[[arg1 % 10]]}0\phantom{)}}\\
\end{array}
$$

所以答案是 $[[arg1//arg2]]$。",,,
34,30,"<div class=""ex-text"">

A toy costs \$[[arg1]]. Mr.Joe has \$[[arg2]]. How many toys can he buy?


</div>

To find out how many toys Mr.Joe can buy, we can use division.

To divide [[arg1]] by [[arg2]], we can ask ourselves, ""How many groups of [[arg2]] are in [[arg1]]?"" Each group represents one toy that Mr. Joe can buy. We can count them like this:
[[arg2]] goes into [[arg1]] [[num2words_arg1_div_arg2]] times.
Therefore, Mr.Joe can buy $[[arg1]] ÷ [[arg2]] = [[arg1//arg2]]$ toys.
</div>
</div>","<div class=""ex-text"">

一个玩具的价格是 \$[[arg1]]。乔先生有 \$[[arg2]]。他能买几个玩具？

</div>

为了算出乔先生能买多少个玩具，我们可以使用除法。

要将 [[arg1]] 除以 [[arg2]]，那么，“在 [[arg1]] 中有多少组 [[arg2]]？” 每组代表乔先生能买一个玩具。我们可以这样计算：
[[arg2]] 进入 [[arg1]] [[num2words_arg1_div_arg2]] 次。
因此，乔先生能买 $[[arg1]] ÷ [[arg2]] = [[arg1//arg2]]$ 个玩具。
</div>
</div>",,,
36,31,"<div class=""ex-text"">

$$
[[arg1]] × [[arg2]]
$$

</div>

**Step 1:** First compare the numbers,[[arg1]]  has more digits than [[arg2]], first place the bigger number and then second number.

$$
\begin{array}{l r}
& {\color{#21ABCD}tens}\:\:\:{\color{#8DB600}ones}\\
&{\color{#21ABCD}[[arg1//10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[arg1%10]]}\:\:\:\\
×&{\color{#21ABCD}}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[arg2]]}\:\:\:\\
\hline
\end{array}
$$


**Step 2:** Next multiply [[arg2]] by [[arg1 % 10]] (the ones place of the first number), and the product is [[arg1 % 10*arg2]] which is greater than 9, so carry [[arg1 % 10*arg2//10]] tens to the tens place column.

$$
\begin{array}{l r}
& \tiny[[arg1%10*arg2//10]]\:\:\:\:\\[-3pt]
&[[arg1//10]]{\color{Salmon}[[arg1%10]]}\\
×&{\color{Salmon}[[arg2]]}\\
\hline
& {\color{Salmon}[[arg1%10*arg2%10]]}\\
\end{array}
$$

**Step 3:** Now, multiply [[arg2]] by [[arg1//10]] (the tens place of the first number).

$$
\begin{array}{l r}
& \tiny[[arg1%10*arg2//10]]\:\:\:\:\\[-3pt]
&{\color{Salmon}[[arg1//10]]}[[arg1%10]]\\
×&{\color{Salmon}[[arg2]]}\\
\hline
&[[arg1%10*arg2%10]]\\
&{\color{Salmon}[[arg1//10*arg2]]}\phantom{0}\\
\hline
\end{array}
$$

**Step 4:** Finally, add the carryover.

$$
\begin{array}{l r}
& {\color{Salmon}\tiny[[arg1%10*arg2//10]]}\:\:\:\\[-3pt]
&[[arg1]]\\
×&[[arg2]]\\
\hline
&[[arg1%10*arg2%10]]\\
&{\color{Salmon}[[arg1//10*arg2]]}\phantom{0}\\
\hline
&{\color{Salmon}[[arg1//10*arg2 + arg1% 10*arg2//10]]}[[arg1%10*arg2%10]]
\end{array}
$$

So the answer is $[[arg1*arg2]]$.","<div class=""ex-text"">

$$
[[arg1]] × [[arg2]]
$$

</div>

**步骤 1:** 首先比较数字，[[arg1]] 的位数比 [[arg2]] 多，先放置较大的数字，然后放置第二个数字。

$$
\begin{array}{l r}
& {\color{#21ABCD}十位}\:\:\:{\color{#8DB600}个位}\\
&{\color{#21ABCD}[[arg1//10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[arg1%10]]}\:\:\:\\
×&{\color{#21ABCD}}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[arg2]]}\:\:\:\\
\hline
\end{array}
$$


**步骤 2:** 接下来将 [[arg2]] 乘以 [[arg1 % 10]] （第一个数字的个位），得到的积是 [[arg1 % 10*arg2]]，如果大于 9，则进位 [[arg1 % 10*arg2//10]] 十位到十位列。

$$
\begin{array}{l r}
& \tiny[[arg1%10*arg2//10]]\:\:\:\:\\[-3pt]
&[[arg1//10]]{\color{Salmon}[[arg1%10]]}\\
×&{\color{Salmon}[[arg2]]}\\
\hline
& {\color{Salmon}[[arg1%10*arg2%10]]}\\
\end{array}
$$

**步骤 3:** 现在，将 [[arg2]] 乘以 [[arg1//10]] （第一个数字的十位）。

$$
\begin{array}{l r}
& \tiny[[arg1%10*arg2//10]]\:\:\:\:\\[-3pt]
&{\color{Salmon}[[arg1//10]]}[[arg1%10]]\\
×&{\color{Salmon}[[arg2]]}\\
\hline
&[[arg1%10*arg2%10]]\\
&{\color{Salmon}[[arg1//10*arg2]]}\phantom{0}\\
\hline
\end{array}
$$

**步骤 4:** 最后，加上进位。

$$
\begin{array}{l r}
& {\color{Salmon}\tiny[[arg1%10*arg2//10]]}\:\:\:\\[-3pt]
&[[arg1]]\\
×&[[arg2]]\\
\hline
&[[arg1%10*arg2%10]]\\
&{\color{Salmon}[[arg1//10*arg2]]}\phantom{0}\\
\hline
&{\color{Salmon}[[arg1//10*arg2 + arg1% 10*arg2//10]]}[[arg1%10*arg2%10]]
\end{array}
$$

所以答案是 $[[arg1*arg2]]$.",,,
31,32,"<div class=""ex-text"">

$$
[[arg1]] ÷ [[arg2]]
$$

</div>

Divide each number or find the quotient


**Step 1:** First we ask ourselves: how many times can [[arg2]] fit into [[arg1]]? The answer is [[arg1//arg2]]. So, we can write [[arg1//arg2]] above the digit [[arg1 %10]], like this:

$$
\begin{array}{r}
[[arg1//arg2]]\phantom{)}   \\
[[arg2]]{\overline{\smash{\big)}\,[[arg1]]\phantom{)}}}\\
\end{array}
$$

**Step 2:** Now, we need to multiply $[[arg1//arg2]]$ by [[arg2]] to get [[arg1//arg2 * arg2]], and write the result underneath the [[arg1]]:
$$
\begin{array}{r}
{\color{Salmon}[[arg1//arg2]]}\phantom{)}   \\
{\color{Salmon}[[arg2]]}{\overline{\smash{\big)}\,[[arg1]]\phantom{)}}}\\
\underline{{\color{Salmon}-[[arg1//arg2  * arg2]]}\phantom{)}}\\
[[arg1 - arg1//arg2  * arg2]]\phantom{)}\\
\end{array}
$$

So the quotient is [[arg1//arg2]] and the remainder is $[[arg1 %arg2]]$.
</div>
</div>","<div class=""ex-text"">

$$
[[arg1]] ÷ [[arg2]]
$$

</div>

除以每个数字或找出商

**步骤 1：** 首先我们问自己：[[arg1]] 可以容纳 [[arg2]] 几次？答案是 [[arg1//arg2]]。因此，我们可以将 [[arg1//arg2]] 写在数字 [[arg1 %10]] 的上方，如下所示：

$$
\begin{array}{r}
[[arg1//arg2]]\phantom{)}   \\
[[arg2]]{\overline{\smash{\big)}\,[[arg1]]\phantom{)}}}\\
\end{array}
$$

**步骤 2：** 现在，我们需要将 $[[arg1//arg2]]$ 乘以 [[arg2]] 得到 [[arg1//arg2 * arg2]]，并将结果写在 [[arg1]] 下方：
$$
\begin{array}{r}
{\color{Salmon}[[arg1//arg2]]}\phantom{)}   \\
{\color{Salmon}[[arg2]]}{\overline{\smash{\big)}\,[[arg1]]\phantom{)}}}\\
\underline{{\color{Salmon}-[[arg1//arg2  * arg2]]}\phantom{)}}\\
[[arg1 - arg1//arg2  * arg2]]\phantom{)}\\
\end{array}
$$

所以商是 [[arg1//arg2]]，余数是 $[[arg1 %arg2]]$。
</div>",,,
30,33,"<div class=""ex-text"">

$$
\frac{[[arg1]]}{[[arg2]]}
$$

</div>

$[[arg1]]$ is the numerator and $[[arg2]]$ is denominator.","<div class=""ex-text"">

$$
\frac{[[arg1]]}{[[arg2]]}
$$

</div>

$[[arg1]]$ 是分子，$[[arg2]]$ 是分母。",,,
